cinema_name_, movie_house, theater_info, phone, address
Ayala Malls Feliz Cinema 2,Ayala Malls Feliz, , ,"
Marcos Highway (Marikina-Infanta Highway)
Brgy. Dela Paz
Pasig City
"
Ayala Malls Feliz Cinema 3,Ayala Malls Feliz, , ,"
Marcos Highway (Marikina-Infanta Highway)
Brgy. Dela Paz
Pasig City
"
Ayala Malls Feliz Cinema 4,Ayala Malls Feliz, , ,"
Marcos Highway (Marikina-Infanta Highway)
Brgy. Dela Paz
Pasig City
"
Ayala Malls The 30th Cinema 1,Ayala Malls The 30th, , ,"
30 Meralco Avenue
Pasig City
"
Ayala Malls The 30th Cinema 2,Ayala Malls The 30th, , ,"
30 Meralco Avenue
Pasig City
"
Ayala Malls The 30th Cinema 3,Ayala Malls The 30th, , ,"
30 Meralco Avenue
Pasig City
"
Ayala Malls The 30th Cinema 4,Ayala Malls The 30th, , ,"
30 Meralco Avenue
Pasig City
"
Robinsons Metro East Cinema 1,Robinsons Metro East, ,"(632) 249-0157, (63 2) 682-8199, (63 2) 249-0401, (63 2) 249-0168","
Dela Paz Marcos Highway
Pasig City
"
Robinsons Metro East Cinema 2,Robinsons Metro East, ,"(632) 249-0157, (63 2) 682-8199, (63 2) 249-0401, (63 2) 249-0168","
Dela Paz Marcos Highway
Pasig City
"
Robinsons Metro East Cinema 3,Robinsons Metro East, ,"(632) 249-0157, (63 2) 682-8199, (63 2) 249-0401, (63 2) 249-0168","
Dela Paz Marcos Highway
Pasig City
"
Robinsons Metro East Cinema 4,Robinsons Metro East, ,"(632) 249-0157, (63 2) 682-8199, (63 2) 249-0401, (63 2) 249-0168","
Dela Paz Marcos Highway
Pasig City
"
Robinsons Metro East Cinema 5,Robinsons Metro East, ,"(632) 249-0157, (63 2) 682-8199, (63 2) 249-0401, (63 2) 249-0168","
Dela Paz Marcos Highway
Pasig City
"
Robinsons Metro East Cinema 6,Robinsons Metro East, ,"(632) 249-0157, (63 2) 682-8199, (63 2) 249-0401, (63 2) 249-0168","
Dela Paz Marcos Highway
Pasig City
"
Robinsons Metro East Cinema 7,Robinsons Metro East, ,"(632) 249-0157, (63 2) 682-8199, (63 2) 249-0401, (63 2) 249-0168","
Dela Paz Marcos Highway
Pasig City
"
Robinsons Metro East Cinema 8,Robinsons Metro East, ,"(632) 249-0157, (63 2) 682-8199, (63 2) 249-0401, (63 2) 249-0168","
Dela Paz Marcos Highway
Pasig City
"
SM City East Ortigas Digital Cinema 1,SM City East Ortigas, ,"(63 2) 721-1761, (63 2) 721-1762","
Ortigas Avenue Extn.
Brgy. Sta. Lucia
Pasig
"
SM City East Ortigas Digital Cinema 2,SM City East Ortigas, ,"(63 2) 721-1761, (63 2) 721-1762","
Ortigas Avenue Extn.
Brgy. Sta. Lucia
Pasig
"
SM City East Ortigas Digital Cinema 3,SM City East Ortigas, ,"(63 2) 721-1761, (63 2) 721-1762","
Ortigas Avenue Extn.
Brgy. Sta. Lucia
Pasig
"
SM City East Ortigas Digital Cinema 4,SM City East Ortigas, ,"(63 2) 721-1761, (63 2) 721-1762","
Ortigas Avenue Extn.
Brgy. Sta. Lucia
Pasig
"
SM City East Ortigas Director's Club Cinema 1,SM City East Ortigas, ,"(63 2) 721-1761, (63 2) 721-1762","
Ortigas Avenue Extn.
Brgy. Sta. Lucia
Pasig
"
SM City East Ortigas Director's Club Cinema 2,SM City East Ortigas, ,"(63 2) 721-1761, (63 2) 721-1762","
Ortigas Avenue Extn.
Brgy. Sta. Lucia
Pasig
"
SM City East Ortigas Director's Club Cinema 3,SM City East Ortigas, ,"(63 2) 721-1761, (63 2) 721-1762","
Ortigas Avenue Extn.
Brgy. Sta. Lucia
Pasig
"
SM City East Ortigas Director's Club Cinema 4,SM City East Ortigas, ,"(63 2) 721-1761, (63 2) 721-1762","
Ortigas Avenue Extn.
Brgy. Sta. Lucia
Pasig
"
Ali Mall Cineplex 1,Ali Mall, ,(63 2) 911-3101 Loc. 8281,"
Araneta Center
Cubao
Quezon City
"
Ali Mall Cineplex 2,Ali Mall, ,(63 2) 911-3101 Loc. 8281,"
Araneta Center
Cubao
Quezon City
"
Ali Mall Cineplex 3,Ali Mall,DDS,(63 2) 911-3101 Loc. 8281,"
Araneta Center
Cubao
Quezon City
"
Ali Mall Cineplex 4,Ali Mall,SDDS,(63 2) 911-3101 Loc. 8281,"
Araneta Center
Cubao
Quezon City
"
Ayala Fairview Terraces Cinema 1,Ayala Fairview Terraces, , ,"
4th Level Fairview Terraces, Quirino Hi-way
Novaliches
Quezon City
"
Ayala Fairview Terraces Cinema 2,Ayala Fairview Terraces, , ,"
4th Level Fairview Terraces, Quirino Hi-way
Novaliches
Quezon City
"
Ayala Fairview Terraces Cinema 3,Ayala Fairview Terraces, , ,"
4th Level Fairview Terraces, Quirino Hi-way
Novaliches
Quezon City
"
Ayala Fairview Terraces Cinema 4,Ayala Fairview Terraces, , ,"
4th Level Fairview Terraces, Quirino Hi-way
Novaliches
Quezon City
"
Ayala Fairview Terraces Cinema 5,Ayala Fairview Terraces, , ,"
4th Level Fairview Terraces, Quirino Hi-way
Novaliches
Quezon City
"
Ayala Fairview Terraces Cinema 6,Ayala Fairview Terraces, , ,"
4th Level Fairview Terraces, Quirino Hi-way
Novaliches
Quezon City
"
Ayala Malls Cloverleaf Cinema 1,Ayala Malls Cloverleaf, , ,"
A. Bonifacio Avenue
Brgy. Balingasa
Quezon City
"
Ayala Malls Cloverleaf Cinema 2,Ayala Malls Cloverleaf, , ,"
A. Bonifacio Avenue
Brgy. Balingasa
Quezon City
"
Ayala Malls Cloverleaf Cinema 3,Ayala Malls Cloverleaf, , ,"
A. Bonifacio Avenue
Brgy. Balingasa
Quezon City
"
Ayala Malls Cloverleaf Cinema 4,Ayala Malls Cloverleaf, , ,"
A. Bonifacio Avenue
Brgy. Balingasa
Quezon City
"
Ayala Malls Cloverleaf Cinema 5,Ayala Malls Cloverleaf, , ,"
A. Bonifacio Avenue
Brgy. Balingasa
Quezon City
"
Ayala Malls Cloverleaf Cinema 6,Ayala Malls Cloverleaf, , ,"
A. Bonifacio Avenue
Brgy. Balingasa
Quezon City
"
Ayala Malls Vertis North Cinema 1,Ayala Malls Vertis North, , ,"
North Avenue
Brgy. Bagong Pag-asa
Quezon City
"
Ayala Malls Vertis North Cinema 2,Ayala Malls Vertis North, , ,"
North Avenue
Brgy. Bagong Pag-asa
Quezon City
"
Ayala Malls Vertis North Cinema 3,Ayala Malls Vertis North, , ,"
North Avenue
Brgy. Bagong Pag-asa
Quezon City
"
Gateway Mall Gateway Cineplex 1,Gateway Mall, ,(63 2) 911-3101,"
Araneta Center
Quezon City
"
Gateway Mall Gateway Cineplex 2,Gateway Mall, ,(63 2) 911-3101,"
Araneta Center
Quezon City
"
Gateway Mall Gateway Cineplex 3,Gateway Mall, ,(63 2) 911-3101,"
Araneta Center
Quezon City
"
Gateway Mall Gateway Cineplex 4,Gateway Mall, ,(63 2) 911-3101,"
Araneta Center
Quezon City
"
Gateway Mall Gateway Cineplex 5,Gateway Mall, ,(63 2) 911-3101,"
Araneta Center
Quezon City
"
Gateway Mall Gateway Cineplex 6,Gateway Mall, ,(63 2) 911-3101,"
Araneta Center
Quezon City
"
Gateway Mall Gateway Cineplex 7,Gateway Mall, ,(63 2) 911-3101,"
Araneta Center
Quezon City
"
Gateway Mall Gateway Cineplex 8,Gateway Mall, ,(63 2) 911-3101,"
Araneta Center
Quezon City
"
Gateway Mall Gateway Cineplex 9,Gateway Mall, ,(63 2) 911-3101,"
Araneta Center
Quezon City
"
Gateway Mall Gateway Cineplex 10 (Platinum Cinema),Gateway Mall, ,(63 2) 911-3101,"
Araneta Center
Quezon City
"
Robinsons Galleria Cinema 1,Robinsons Galleria,THX Sound,(63 2) 397-1888 local 690,"
EDSA cor. Ortigas Ave.
Quezon City
"
Robinsons Galleria Cinema 2,Robinsons Galleria, ,(63 2) 397-1888 local 690,"
EDSA cor. Ortigas Ave.
Quezon City
"
Robinsons Galleria Cinema 3,Robinsons Galleria, ,(63 2) 397-1888 local 690,"
EDSA cor. Ortigas Ave.
Quezon City
"
Robinsons Galleria Cinema 4,Robinsons Galleria, ,(63 2) 397-1888 local 690,"
EDSA cor. Ortigas Ave.
Quezon City
"
Robinsons Galleria Cinema 5,Robinsons Galleria, ,(63 2) 397-1888 local 690,"
EDSA cor. Ortigas Ave.
Quezon City
"
Robinsons Galleria Cinema 6,Robinsons Galleria,Digital Theater System,(63 2) 397-1888 local 690,"
EDSA cor. Ortigas Ave.
Quezon City
"
Robinsons Galleria Cinema 7,Robinsons Galleria, ,(63 2) 397-1888 local 690,"
EDSA cor. Ortigas Ave.
Quezon City
"
Robinsons Galleria Cinema 8,Robinsons Galleria, ,(63 2) 397-1888 local 690,"
EDSA cor. Ortigas Ave.
Quezon City
"
Robinsons Galleria Cinema 9,Robinsons Galleria,Dolby Stereo,(63 2) 397-1888 local 690,"
EDSA cor. Ortigas Ave.
Quezon City
"
Robinsons Galleria Cinema 10,Robinsons Galleria,Dolby Stereo,(63 2) 397-1888 local 690,"
EDSA cor. Ortigas Ave.
Quezon City
"
Robinsons Magnolia Cinema 1,Robinsons Magnolia, ,"(63 2) 961-5275, (63 2) 961-5276, (63 2) 961-5277, (63 2) 961-5278","
Aurora Blvd. corner Doña M. Hemady St.
New Manila
Quezon City
"
Robinsons Magnolia Cinema 2,Robinsons Magnolia, ,"(63 2) 961-5275, (63 2) 961-5276, (63 2) 961-5277, (63 2) 961-5278","
Aurora Blvd. corner Doña M. Hemady St.
New Manila
Quezon City
"
Robinsons Magnolia Cinema 3,Robinsons Magnolia, ,"(63 2) 961-5275, (63 2) 961-5276, (63 2) 961-5277, (63 2) 961-5278","
Aurora Blvd. corner Doña M. Hemady St.
New Manila
Quezon City
"
Robinsons Magnolia Cinema 4,Robinsons Magnolia, ,"(63 2) 961-5275, (63 2) 961-5276, (63 2) 961-5277, (63 2) 961-5278","
Aurora Blvd. corner Doña M. Hemady St.
New Manila
Quezon City
"
SM City Fairview Cinema  1,SM City Fairview,Dolby Surround,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Fairview Cinema  2,SM City Fairview,Dolby Surround,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Fairview Cinema  3,SM City Fairview,Dolby Surround,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Fairview Cinema  4,SM City Fairview,Dolby Digital,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Fairview Cinema  5,SM City Fairview,Dolby Surround,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Fairview Cinema  6,SM City Fairview,Dolby Surround,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Fairview Cinema  7,SM City Fairview,Dolby Digital,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Fairview Cinema  8,SM City Fairview,Dolby Surround,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Fairview Cinema  9,SM City Fairview,Dolby Surround,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Fairview Cinema 10,SM City Fairview,Dolby Surround,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Fairview Cinema 11,SM City Fairview,Dolby Surround,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Fairview Cinema 12,SM City Fairview,Dolby Surround,"(63 2) 935-0749, (63 2) 939-1379","
202 Quirino Highway cor. Regalado Ave.
Fairview
Quezon City
"
SM City Novaliches Cinema 1,SM City Novaliches, ,"(63 2) 442-5350,(63 2) 442-5352","
Quirino Highway
Brgy. San Bartolome
Quezon City
"
SM City Novaliches Cinema 2,SM City Novaliches, ,"(63 2) 442-5350,(63 2) 442-5352","
Quirino Highway
Brgy. San Bartolome
Quezon City
"
SM City Novaliches Cinema 3,SM City Novaliches, ,"(63 2) 442-5350,(63 2) 442-5352","
Quirino Highway
Brgy. San Bartolome
Quezon City
"
SM City Novaliches Cinema 4,SM City Novaliches, ,"(63 2) 442-5350,(63 2) 442-5352","
Quirino Highway
Brgy. San Bartolome
Quezon City
"
SM City Sta. Mesa Cinema  1,SM City Sta. Mesa,Dolby Surround,"(63 2) 716-1416, (63 2) 714-9518","
Ramon Magsaysay St. cor. Araneta Ave.
Sta. Mesa
Quezon City
"
SM City Sta. Mesa Cinema  2,SM City Sta. Mesa,Dolby Surround,"(63 2) 716-1416, (63 2) 714-9518","
Ramon Magsaysay St. cor. Araneta Ave.
Sta. Mesa
Quezon City
"
SM City Sta. Mesa Cinema  3,SM City Sta. Mesa,DTS,"(63 2) 716-1416, (63 2) 714-9518","
Ramon Magsaysay St. cor. Araneta Ave.
Sta. Mesa
Quezon City
"
SM City Sta. Mesa Cinema  4,SM City Sta. Mesa,Dolby Surround,"(63 2) 716-1416, (63 2) 714-9518","
Ramon Magsaysay St. cor. Araneta Ave.
Sta. Mesa
Quezon City
"
SM City Sta. Mesa Cinema  5,SM City Sta. Mesa,Dolby Digital,"(63 2) 716-1416, (63 2) 714-9518","
Ramon Magsaysay St. cor. Araneta Ave.
Sta. Mesa
Quezon City
"
SM City Sta. Mesa Cinema  6,SM City Sta. Mesa,Synthesized Surround,"(63 2) 716-1416, (63 2) 714-9518","
Ramon Magsaysay St. cor. Araneta Ave.
Sta. Mesa
Quezon City
"
SM City Sta. Mesa Cinema  7,SM City Sta. Mesa,Dolby Surround,"(63 2) 716-1416, (63 2) 714-9518","
Ramon Magsaysay St. cor. Araneta Ave.
Sta. Mesa
Quezon City
"
SM City Sta. Mesa Cinema  8,SM City Sta. Mesa,Dolby Surround,"(63 2) 716-1416, (63 2) 714-9518","
Ramon Magsaysay St. cor. Araneta Ave.
Sta. Mesa
Quezon City
"
SM City Sta. Mesa Cinema  9,SM City Sta. Mesa,Dolby Surround,"(63 2) 716-1416, (63 2) 714-9518","
Ramon Magsaysay St. cor. Araneta Ave.
Sta. Mesa
Quezon City
"
SM City Sta. Mesa Cinema  10,SM City Sta. Mesa,Synthesized Surround,"(63 2) 716-1416, (63 2) 714-9518","
Ramon Magsaysay St. cor. Araneta Ave.
Sta. Mesa
Quezon City
"
TriNoma Mall TriNoma Cinema 1,TriNoma Mall, ,"(63 2) 901-3693, (63 2) 901-3694, (63 2) 901-3695","
EDSA cor. North Ave.
Quezon City
"
TriNoma Mall TriNoma Cinema 2,TriNoma Mall, ,"(63 2) 901-3693, (63 2) 901-3694, (63 2) 901-3695","
EDSA cor. North Ave.
Quezon City
"
TriNoma Mall TriNoma Cinema 3,TriNoma Mall, ,"(63 2) 901-3693, (63 2) 901-3694, (63 2) 901-3695","
EDSA cor. North Ave.
Quezon City
"
TriNoma Mall TriNoma Cinema 4,TriNoma Mall, ,"(63 2) 901-3693, (63 2) 901-3694, (63 2) 901-3695","
EDSA cor. North Ave.
Quezon City
"
TriNoma Mall TriNoma Cinema 5,TriNoma Mall, ,"(63 2) 901-3693, (63 2) 901-3694, (63 2) 901-3695","
EDSA cor. North Ave.
Quezon City
"
TriNoma Mall TriNoma Cinema 6,TriNoma Mall, ,"(63 2) 901-3693, (63 2) 901-3694, (63 2) 901-3695","
EDSA cor. North Ave.
Quezon City
"
TriNoma Mall TriNoma Cinema 7,TriNoma Mall, ,"(63 2) 901-3693, (63 2) 901-3694, (63 2) 901-3695","
EDSA cor. North Ave.
Quezon City
"
U.P. Town Center Cinema 1,U.P. Town Center, , ,"
Katipunan Ave.
Diliman
Quezon City
"
U.P. Town Center Cinema 2,U.P. Town Center, , ,"
Katipunan Ave.
Diliman
Quezon City
"
U.P. Town Center Cinema 3,U.P. Town Center, , ,"
Katipunan Ave.
Diliman
Quezon City
"
U.P. Town Center Cinema 4,U.P. Town Center, , ,"
Katipunan Ave.
Diliman
Quezon City
"
Cinema '76 ,Cinema '76, , ,"
160 Luna Mencias St.
Brgy. Addition Hills
San Juan
"
Santolan Town Plaza Power Plant Cinema 1,Santolan Town Plaza, , ,"
Santolan Rd.
Brgy. Little Baguio
San Juan
"
Santolan Town Plaza Power Plant Cinema 2,Santolan Town Plaza, , ,"
Santolan Rd.
Brgy. Little Baguio
San Juan
"
Santolan Town Plaza Power Plant Cinema 3,Santolan Town Plaza, , ,"
Santolan Rd.
Brgy. Little Baguio
San Juan
"
Santolan Town Plaza Power Plant Cinema 4,Santolan Town Plaza, , ,"
Santolan Rd.
Brgy. Little Baguio
San Juan
"
Bonifacio High Street Cinema 1 (ATMOS),Bonifacio High Street, ,(+632) 956-8942.,"
3F Central Square
5th Avenue cor. 30th Street, Bonifacio Global City
Taguig
"
Bonifacio High Street Cinema 2 (ATMOS),Bonifacio High Street, ,(+632) 956-8942.,"
3F Central Square
5th Avenue cor. 30th Street, Bonifacio Global City
Taguig
"
Bonifacio High Street Cinema 3,Bonifacio High Street, ,(+632) 956-8942.,"
3F Central Square
5th Avenue cor. 30th Street, Bonifacio Global City
Taguig
"
Bonifacio High Street Cinema 4,Bonifacio High Street, ,(+632) 956-8942.,"
3F Central Square
5th Avenue cor. 30th Street, Bonifacio Global City
Taguig
"
Market! Market! Market Market Cinema 1,Market! Market!, ,(63 2) 886-7516,"
26th St. cor. C5
Bonifacio Global City
Taguig
"
Market! Market! Market Market Cinema 2,Market! Market!, ,(63 2) 886-7516,"
26th St. cor. C5
Bonifacio Global City
Taguig
"
Market! Market! Market Market Cinema 3,Market! Market!, ,(63 2) 886-7516,"
26th St. cor. C5
Bonifacio Global City
Taguig
"
Market! Market! Market Market Cinema 4,Market! Market!, ,(63 2) 886-7516,"
26th St. cor. C5
Bonifacio Global City
Taguig
"
Market! Market! Market Market Cinema 5,Market! Market!, ,(63 2) 886-7516,"
26th St. cor. C5
Bonifacio Global City
Taguig
"
Market! Market! Market Market Cinema 6,Market! Market!, ,(63 2) 886-7516,"
26th St. cor. C5
Bonifacio Global City
Taguig
"
Market! Market! Market Market Cinema 7,Market! Market!, ,(63 2) 886-7516,"
26th St. cor. C5
Bonifacio Global City
Taguig
"
SM Aura Premier Cinema 1,SM Aura Premier, ,(63 2) 808-5331,"
4th Floor SM Aura Premier, 26th St. corner McKinley Parkway
Bonifacio Global City
Taguig
"
SM Aura Premier Cinema 2,SM Aura Premier, ,(63 2) 808-5331,"
4th Floor SM Aura Premier, 26th St. corner McKinley Parkway
Bonifacio Global City
Taguig
"
SM Aura Premier Director's Club 1,SM Aura Premier, ,(63 2) 808-5331,"
4th Floor SM Aura Premier, 26th St. corner McKinley Parkway
Bonifacio Global City
Taguig
"
SM Aura Premier Director's Club 2,SM Aura Premier, ,(63 2) 808-5331,"
4th Floor SM Aura Premier, 26th St. corner McKinley Parkway
Bonifacio Global City
Taguig
"
SM Aura Premier IMAX,SM Aura Premier, ,(63 2) 808-5331,"
4th Floor SM Aura Premier, 26th St. corner McKinley Parkway
Bonifacio Global City
Taguig
"
Uptown Mall Cinema 1,Uptown Mall, ,(63 2) 869-9029,"
3rd Level, Uptown Mall
9th Ave. corner 36th St., Uptown Bonifacio, The Fort
Taguig
"
Uptown Mall Cinema 2,Uptown Mall, ,(63 2) 869-9029,"
3rd Level, Uptown Mall
9th Ave. corner 36th St., Uptown Bonifacio, The Fort
Taguig
"
Uptown Mall Cinema 3,Uptown Mall, ,(63 2) 869-9029,"
3rd Level, Uptown Mall
9th Ave. corner 36th St., Uptown Bonifacio, The Fort
Taguig
"
Uptown Mall Cinema 4,Uptown Mall, ,(63 2) 869-9029,"
3rd Level, Uptown Mall
9th Ave. corner 36th St., Uptown Bonifacio, The Fort
Taguig
"
Uptown Mall VIP Cinema,Uptown Mall, ,(63 2) 869-9029,"
3rd Level, Uptown Mall
9th Ave. corner 36th St., Uptown Bonifacio, The Fort
Taguig
"
Venice Grand Canal Mall Venice Cineplex Cinema 1,Venice Grand Canal Mall, , ,"
3rd Level, Venice Grand Canal Mall
Upper McKinley Road, McKinley Hill, BGC
Taguig
"
Venice Grand Canal Mall Venice Cineplex Cinema 2,Venice Grand Canal Mall, , ,"
3rd Level, Venice Grand Canal Mall
Upper McKinley Road, McKinley Hill, BGC
Taguig
"
Venice Grand Canal Mall Venice Cineplex Cinema 3,Venice Grand Canal Mall, , ,"
3rd Level, Venice Grand Canal Mall
Upper McKinley Road, McKinley Hill, BGC
Taguig
"
Venice Grand Canal Mall Venice Cineplex VIP Cinema,Venice Grand Canal Mall, , ,"
3rd Level, Venice Grand Canal Mall
Upper McKinley Road, McKinley Hill, BGC
Taguig
"
Venice Grand Canal Mall Venice Cineplex Cinema 5,Venice Grand Canal Mall, , ,"
3rd Level, Venice Grand Canal Mall
Upper McKinley Road, McKinley Hill, BGC
Taguig
"
Vista Mall Taguig VIP Cinema 1,Vista Mall Taguig, ,(63 947) 838-8282,"
Vista Mall Phase 2, Bgy. Tuktukan
Taguig
"
Vista Mall Taguig Cinema 2,Vista Mall Taguig, ,(63 947) 838-8282,"
Vista Mall Phase 2, Bgy. Tuktukan
Taguig
"
Vista Mall Taguig Cinema 3,Vista Mall Taguig, ,(63 947) 838-8282,"
Vista Mall Phase 2, Bgy. Tuktukan
Taguig
"
One Mall Valenzuela One Mall Sky Theater Cinema 1,One Mall Valenzuela, , ,"
Gen. T. De Leon Road
Brgy. Gen. T. De Leon
Valenzuela
"
One Mall Valenzuela One Mall Sky Theater Cinema 2,One Mall Valenzuela, , ,"
Gen. T. De Leon Road
Brgy. Gen. T. De Leon
Valenzuela
"
One Mall Valenzuela One Mall Sky Theater Cinema 3,One Mall Valenzuela, , ,"
Gen. T. De Leon Road
Brgy. Gen. T. De Leon
Valenzuela
"
SM Valenzuela Cinema 1,SM Valenzuela, ,(63 2) 293-3917,"
Brgy. Karuhatan
Valenzuela
"
SM Valenzuela Cinema 2,SM Valenzuela, ,(63 2) 293-3917,"
Brgy. Karuhatan
Valenzuela
"
SM Valenzuela Cinema 3,SM Valenzuela, ,(63 2) 293-3917,"
Brgy. Karuhatan
Valenzuela
"
SM Valenzuela Cinema 4,SM Valenzuela, ,(63 2) 293-3917,"
Brgy. Karuhatan
Valenzuela
"
